Engine_Temp,EGT,Engine_RPM,Oil_Pressure,Oil_Temp,Fuel_Flow,Vibration,Battery_Voltage,Battery_Current,Ambient_Temp,Airspeed,Altitude,Control_Surface_Status,Time_Since_Maintenance,Engine_Operating_Hours,Health_Label
313.67182020405164,640.1428612819832,79.6398788362281,46.97316968394073,83.90046601106091,0.8623978081344811,0.6161672243363989,27.598528437324806,27.022300234864176,21.863266000822048,142.26429437253827,33976.93497350781,1,151.51524893607169,924.6782213565523,Normal
438.18249672071005,677.5106764780151,88.04242242959538,30.24756431632238,113.63890037284231,1.2582458280396083,4.223705789444759,22.418481581956126,40.84289297070436,38.663618432936914,129.12139968434073,27588.57066805897,1,213.94454296692115,3271.3516576204174,Warning
597.0138939520655,806.9675619079997,52.150897038028766,12.557861855309373,127.27680575448478,1.7795542149013333,7.896896099223678,21.233589392465845,62.61534422933427,45.97672114006384,107.36932106048627,15405.337280886046,0,502.4991644456552,5666.389823472329,Critical
279.47199109632123,528.2121215146482,68.64472175576125,50.10722820635305,90.62889686228112,0.8831766651472756,1.635400655639983,25.093939877366676,31.84569549189997,10.238936001639455,183.4665259601996,32506.401436989003,1,133.63623929559157,1153.0815376116707,Normal
477.0443974405399,728.1251390038735,94.6117202434935,33.445338486781516,119.94640220274762,1.3079384264778158,4.173502331327697,24.895765921792414,47.1406849537337,37.75999182022544,125.92547011408165,6201.709397673586,1,182.65818914600297,3135.1022210595547,Warning
571.3345973628241,844.0232262077058,40.28159645430169,12.982636061332077,149.89696834620275,1.7160702162124823,6.817879924343034,21.705203514053395,71.27692563754862,54.149596755437805,114.00154311159197,15730.77359483712,0,365.8895875715059,4621.9646434313245,Critical
305.281164744547,595.9212356676128,77.75114942710427,52.744254851526534,91.80537312904873,0.8478376983753207,1.92648957444599,27.282355145850694,26.225543951389923,24.693523097955243,194.31751560008297,18772.916198987798,1,82.68197312095344,550.8382534881904,Normal
430.78914269933045,654.7143778530101,91.3641041126378,28.143559810763268,115.17141382329406,1.3815132947852184,3.49858445829775,23.231148769106888,50.11102277086097,37.28798165491622,121.53959819657587,10496.425125524996,1,207.40761883318075,3894.5464785138597,Warning
625.0556493433742,895.0105634765636,57.429211803754356,22.055081153486718,131.52995206101124,1.757023599395991,6.618026725746953,21.22976062065625,77.40228249808733,48.18003474971864,84.40207698110707,7977.7306889679585,1,350.130094248829,4705.137712668338,Critical
301.81281388686494,482.93117062858835,75.68178838750885,44.69659942717966,97.31090082225676,0.9077649335194086,0.9882510444955483,25.504873126518792,19.375284391461406,15.114590090780354,184.4219788163845,3206.336401705373,1,53.165620368838596,993.7521256772025,Normal
489.63042728397886,756.8405884886663,86.48086929953399,34.97740485048942,110.3356202855057,1.3953229911665306,3.8220740266364626,22.099152198701645,41.90142496053366,41.343513447013635,133.61410903109532,18817.243124441204,1,256.1231379774256,3329.339633606992,Warning
597.0505741043212,812.1279989499072,47.39308912122809,13.632399074161388,153.10989147329636,1.5881202537784154,7.950269422684529,19.595297769778213,75.4107968304846,52.98345124984551,86.02870175861717,17786.957185925152,1,360.19378538869097,5181.785886376483,Critical
365.185941513188,453.3175657855712,75.24186116598563,39.52991550395876,96.12931976023624,0.8697465716019966,1.881875476204932,26.160206038901613,33.73459977473469,-3.8115575134303032,177.51729861552843,4858.099722180028,1,167.19791510735567,2254.678706761962,Normal
445.7941627715156,748.9976069051269,93.17222200201216,30.552008115994624,115.59301156712013,1.2483704581800903,3.1862055356117986,24.69164727385998,53.00836114326661,41.33101457273268,126.78059582097401,12547.7303241368,1,303.41246540794066,3845.665389928866,Warning
635.3212351544653,916.9813318786436,52.84063292308576,11.262099474925733,130.6570049933115,1.7594216754108318,6.81928717897877,18.036788206466518,57.5367885716508,51.635017691080556,80.20246335384874,5628.281799612453,1,471.4034383965567,4896.8482859724945,Critical
419.0577686438395,485.1850505354691,65.36150727231042,44.87787430366869,84.47056773053322,0.946587513833144,1.9883410461131246,27.162819772756386,21.161215837047784,14.41431037497047,195.9695484522636,22635.309018320444,1,52.5785091629493,1679.7416951210878,Normal
517.8892858275009,723.0113229439182,94.06098787718554,29.343943655104287,112.00156815389352,1.3290206724061129,4.3378481193262,24.59250269521571,39.60370536483111,39.991933798847526,131.44008398418367,27015.11349356766,1,187.41264119825374,3991.8257661960115,Warning
581.0927868188226,841.9340512695138,57.66988044532518,21.215781608461207,158.35751464583836,1.5323001218682055,6.65829490050647,20.289169876683353,79.50828959290115,45.75346256006128,92.22788077148728,6681.886090262111,0,429.2305012890694,4338.985493372185,Critical
344.65621461791955,637.2309548321562,78.92059593349946,46.4012234017873,82.42941234426921,1.046002890679668,2.4801077002085266,25.42025204570957,25.366593047274733,29.481788236757993,221.4845479529625,24698.53519383911,1,129.4222942778086,1218.9823024395105,Normal
449.35918442644936,771.4041733217771,93.1011339467918,33.67072318580104,123.26481105112943,1.3022684797721875,4.003032589374399,24.394885536900325,47.999278615555305,42.019668772577035,135.915853388722,31205.18429270604,1,237.4591766647611,3063.3744289599163,Warning
532.217652179313,886.7420211494261,40.71884547593484,16.9839702719869,143.99256221476517,1.5146165008513137,6.772499781707032,18.122000999756196,55.93370471873036,53.22600560659659,94.40762565645052,4447.117942815968,0,556.9672509468971,4543.085831639484,Critical
414.09281116643086,541.4530323227457,81.84046150023963,38.88760067989746,90.28384762641696,1.0798048843068775,0.7767061848356027,25.398236266728908,34.39073734228318,22.156779688097842,144.51742684446634,14559.910649123014,1,83.69852538872615,1988.0852859982308,Normal
